BOLD code,Frequency,,,
BOLD:AAD9731,1,,,
BOLD:AAD9762,9,,,
BOLD:AAD9831,13,,,
BOLD:AAE1349,7,,,
BOLD:AAE1352,5,,,
BOLD:AAE2209,10,,,
BOLD:AAE2229,10,,,
BOLD:AAE2842,29,,,
BOLD:AAE2853,9,,,
BOLD:AAE2900,12,,,
BOLD:AAE2990,8,,,
BOLD:AAE3006,6,,,
BOLD:AAE3007,20,,,
BOLD:AAE3038,4,,,
BOLD:AAE3597,34,,,
BOLD:AAE3603,4,,,
BOLD:AAE3605,5,,,
BOLD:AAE3613,24,,,
BOLD:AAE3616,7,,,
BOLD:AAE5701,2,,,
BOLD:AAE5720,7,,,
BOLD:AAE5860,6,,,
BOLD:AAE5880,8,,,
BOLD:AAE6231,5,,,
BOLD:AAE6746,7,,,
BOLD:AAE6754,8,,,
BOLD:AAE6783,11,,,
BOLD:AAE6855,1,,,
BOLD:AAE6871,4,,,
BOLD:AAE7086,14,,,
BOLD:AAE7160,1,,,
BOLD:AAE7164,7,,,
BOLD:AAE8275,17,,,
BOLD:AAE8429,5,,,
BOLD:AAE8430,4,,,
BOLD:AAE8605,8,,,
BOLD:AAE8607,1,,,
BOLD:AAE8612,10,,,
BOLD:AAE8696,8,,,
BOLD:AAE9335,7,,,
BOLD:AAE9345,3,,,
BOLD:AAF0495,4,,,
BOLD:AAF0562,3,,,
BOLD:AAF3301,8,,,
BOLD:AAF3318,1,,,
BOLD:AAF4762,3,,,
BOLD:AAF4766,5,,,
BOLD:AAF4777,4,,,
BOLD:AAF4782,3,,,
BOLD:AAF4784,12,,,
BOLD:AAF5287,3,,,
BOLD:AAF5288,2,,,
BOLD:AAF5364,4,,,
BOLD:AAF5701,11,,,
BOLD:AAF5702,2,,,
BOLD:AAF5729,7,,,
BOLD:AAF6583,1,,,
BOLD:AAF6584,4,,,
BOLD:AAF6682,6,,,
BOLD:AAF7279,4,,,
BOLD:AAF7299,15,,,
BOLD:AAF7659,2,,,
BOLD:AAF7760,6,,,
BOLD:AAF7830,10,,,
BOLD:AAF8017,11,,,
BOLD:AAF8021,9,,,
BOLD:AAF8043,4,,,
BOLD:AAF8048,1,,,
BOLD:AAF8051,16,,,
BOLD:AAF8059,50,,,
BOLD:AAF8060,1,,,
BOLD:AAF8074,23,,,
BOLD:AAF8075,6,,,
BOLD:AAF8104,3,,,
BOLD:AAF8182,3,,,
BOLD:AAF8284,3,,,
BOLD:AAF8299,19,,,
BOLD:AAF8310,8,,,
BOLD:AAF8318,3,,,
BOLD:AAF8335,4,,,
BOLD:AAF8353,46,,,
BOLD:AAF8399,6,,,
BOLD:AAF8412,4,,,
BOLD:AAF8425,2,,,
BOLD:AAF8483,2,,,
BOLD:AAG1417,1,,,
BOLD:AAH2837,3,,,
BOLD:AAH7528,2,,,
BOLD:AAH7608,6,,,
BOLD:AAH8195,17,,,
BOLD:AAH9186,7,,,
BOLD:AAI6303,2,,,
BOLD:AAI6305,2,,,
BOLD:AAI6308,2,,,
BOLD:AAI6323,2,,,
BOLD:AAI7271,2,,,
BOLD:AAI7274,4,,,
BOLD:AAI7275,2,,,
BOLD:AAI7284,1,,,
BOLD:AAI7293,1,,,
BOLD:AAI7298,2,,,
BOLD:AAI7299,18,,,
BOLD:AAI7301,11,,,
BOLD:AAI7302,6,,,
BOLD:AAI7305,7,,,
BOLD:AAI7307,2,,,
BOLD:AAI7308,2,,,
BOLD:AAI7309,6,,,
BOLD:AAI7310,6,,,
BOLD:AAI7312,3,,,
BOLD:AAI7313,3,,,
BOLD:AAI7341,3,,,
BOLD:AAI7344,4,,,
BOLD:AAI7768,3,,,
BOLD:AAI7786,2,,,
BOLD:AAI7788,2,,,
BOLD:AAI7791,10,,,
BOLD:AAI7792,17,,,
BOLD:AAI7795,12,,,
BOLD:AAI9077,1,,,
BOLD:AAI9078,8,,,
BOLD:AAI9738,3,,,
BOLD:AAI9745,2,,,
BOLD:AAI9754,4,,,
BOLD:AAI9755,3,,,
BOLD:AAI9757,18,,,
BOLD:AAI9786,2,,,
BOLD:AAI9892,2,,,
BOLD:AAI9894,1,,,
BOLD:AAI9999,5,,,
BOLD:AAJ0000,3,,,
BOLD:AAJ0001,1,,,
BOLD:AAJ0002,4,,,
BOLD:AAJ0003,2,,,
BOLD:AAJ0004,11,,,
BOLD:AAJ1371,5,,,
BOLD:AAJ1375,6,,,
BOLD:AAJ1383,17,,,
BOLD:AAJ1386,2,,,
BOLD:AAJ1388,7,,,
BOLD:AAJ1399,2,,,
BOLD:AAJ1400,3,,,
BOLD:AAJ1402,20,,,
BOLD:AAJ1515,12,,,
BOLD:AAJ1517,3,,,
BOLD:AAJ1521,3,,,
BOLD:AAJ1529,3,,,
BOLD:AAJ1557,6,,,
BOLD:AAJ2135,4,,,
BOLD:AAJ2171,2,,,
BOLD:AAJ2207,11,,,
BOLD:AAJ2210,6,,,
BOLD:AAJ3345,7,,,
BOLD:AAJ5618,1,,,
BOLD:AAJ5709,1,,,
BOLD:AAK1533,2,,,
BOLD:AAK1550,1,,,
BOLD:AAK1553,1,,,
BOLD:AAK1555,15,,,
BOLD:AAK1560,11,,,
BOLD:AAK1579,1,,,
BOLD:AAK1615,2,,,
BOLD:AAK1617,1,,,
BOLD:AAK1619,5,,,
BOLD:AAK1628,2,,,
BOLD:AAK1696,1,,,
BOLD:AAK1700,1,,,
BOLD:AAK1705,11,,,
BOLD:AAK1879,12,,,
BOLD:AAK2059,1,,,
BOLD:AAK2061,2,,,
BOLD:AAK2071,26,,,
BOLD:AAK2074,1,,,
BOLD:AAK2103,2,,,
BOLD:AAK2111,1,,,
BOLD:AAK2115,3,,,
BOLD:AAK2131,16,,,
BOLD:AAK2134,3,,,
BOLD:AAK2136,1,,,
BOLD:AAK2151,1,,,
BOLD:AAK3019,1,,,
BOLD:AAK3030,4,,,
BOLD:AAK3035,8,,,
BOLD:AAK7552,45,,,
BOLD:AAK9732,4,,,
BOLD:AAK9733,7,,,
BOLD:AAL0570,21,,,
BOLD:AAL0571,5,,,
BOLD:AAL1019,2,,,
BOLD:AAL2271,5,,,
BOLD:AAL2285,1,,,
BOLD:AAL2298,3,,,
BOLD:AAL2323,2,,,
BOLD:AAL2325,22,,,
BOLD:AAL3658,1,,,
BOLD:AAL3659,17,,,
BOLD:AAL3681,1,,,
BOLD:AAL3682,2,,,
BOLD:AAL3684,3,,,
BOLD:AAL5552,39,,,
BOLD:AAL5705,2,,,
BOLD:AAM1048,5,,,
BOLD:AAM1050,22,,,
BOLD:AAM1051,16,,,
BOLD:AAM1052,2,,,
BOLD:AAM1053,3,,,
BOLD:AAM1054,2,,,
BOLD:AAM1055,1,,,
BOLD:AAM1056,46,,,
BOLD:AAM1058,10,,,
BOLD:AAM1060,5,,,
BOLD:AAM1061,4,,,
BOLD:AAM1062,14,,,
BOLD:AAM1064,26,,,
BOLD:AAM1068,49,,,
BOLD:AAM1070,4,,,
BOLD:AAM1071,8,,,
BOLD:AAM1072,17,,,
BOLD:AAM1073,12,,,
BOLD:AAM1075,5,,,
BOLD:AAM1077,2,,,
BOLD:AAM1079,3,,,
BOLD:AAM1080,11,,,
BOLD:AAM1081,1,,,
BOLD:AAM1083,12,,,
BOLD:AAM1084,1,,,
BOLD:AAM1086,3,,,
BOLD:AAM1089,10,,,
BOLD:AAM1091,24,,,
BOLD:AAM1092,2,,,
BOLD:AAM1093,5,,,
BOLD:AAM1097,10,,,
BOLD:AAM1098,3,,,
BOLD:AAM1100,2,,,
BOLD:AAM1101,3,,,
BOLD:AAM1102,9,,,
BOLD:AAM1103,15,,,
BOLD:AAM1104,11,,,
BOLD:AAM1108,28,,,
BOLD:AAM1109,2,,,
BOLD:AAM1110,4,,,
BOLD:AAM1112,2,,,
BOLD:AAM1114,2,,,
BOLD:AAM1115,3,,,
BOLD:AAM1117,2,,,
BOLD:AAM1694,1,,,
BOLD:AAM5381,1,,,
BOLD:AAM5432,1,,,
BOLD:AAM5735,1,,,
BOLD:AAM5738,5,,,
BOLD:AAN2492,11,,,
BOLD:AAN2494,3,,,
BOLD:AAN2495,6,,,
BOLD:AAN2496,18,,,
BOLD:AAN2497,2,,,
BOLD:AAN2498,2,,,
BOLD:AAN2499,1,,,
BOLD:AAN2500,6,,,
BOLD:AAN2537,7,,,
BOLD:AAN2538,2,,,
BOLD:AAN2539,1,,,
BOLD:AAN2540,1,,,
BOLD:AAN2541,2,,,
BOLD:AAN2544,4,,,
BOLD:AAN2547,7,,,
BOLD:AAN2548,14,,,
BOLD:AAN2549,14,,,
BOLD:AAN2551,1,,,
BOLD:AAN2552,1,,,
BOLD:AAN2553,5,,,
BOLD:AAN2677,25,,,
BOLD:AAN2701,3,,,
BOLD:AAN2702,1,,,
BOLD:AAN2823,1,,,
BOLD:AAO4981,1,,,
BOLD:AAP9316,3,,,
BOLD:AAR3557,2,,,
BOLD:AAR3562,2,,,
BOLD:AAR9043,2,,,
BOLD:AAR9044,1,,,
BOLD:AAR9045,1,,,
BOLD:AAR9046,1,,,
BOLD:AAR9047,1,,,
BOLD:AAR9048,1,,,
BOLD:AAR9058,7,,,
BOLD:AAR9503,1,,,
BOLD:AAT8840,9,,,
BOLD:AAT8841,2,,,
BOLD:AAT8843,1,,,
BOLD:AAT8844,2,,,
BOLD:AAT8845,14,,,
BOLD:AAT8846,6,,,
BOLD:AAT8848,7,,,
BOLD:AAT8849,9,,,
BOLD:AAT8851,2,,,
BOLD:AAT8855,3,,,
BOLD:AAT8856,5,,,
BOLD:AAT8858,1,,,
BOLD:AAT8860,6,,,
BOLD:AAT8861,1,,,
BOLD:AAT9681,5,,,
BOLD:AAV6445,2,,,
BOLD:AAW4503,1,,,
BOLD:AAW4504,5,,,
BOLD:AAW4505,1,,,
BOLD:AAW4543,4,,,
BOLD:AAW7325,3,,,
BOLD:AAW7467,1,,,
BOLD:AAX1124,2,,,
BOLD:AAX1125,1,,,
BOLD:AAX1137,1,,,
BOLD:AAX1140,1,,,
BOLD:AAX2065,10,,,
BOLD:AAX2079,1,,,
BOLD:AAX2081,3,,,
BOLD:AAX2123,1,,,
BOLD:AAX2164,1,,,
BOLD:AAX2165,17,,,
BOLD:AAX2167,2,,,
BOLD:AAX2169,1,,,
BOLD:AAX2170,2,,,
BOLD:AAX2171,1,,,
BOLD:AAX4288,1,,,
BOLD:AAX8845,1,,,
BOLD:AAX9656,1,,,
BOLD:AAX9657,1,,,
BOLD:AAX9661,3,,,
BOLD:AAX9669,1,,,
BOLD:AAX9670,1,,,
BOLD:AAX9678,1,,,
BOLD:AAX9679,1,,,
BOLD:AAX9681,3,,,
BOLD:AAX9684,1,,,
BOLD:AAY0727,1,,,
BOLD:AAY0731,1,,,
BOLD:AAY0732,1,,,
BOLD:AAY0733,1,,,
BOLD:AAY0736,2,,,
BOLD:AAY0742,3,,,
BOLD:AAY0743,1,,,
BOLD:AAY0744,4,,,
BOLD:AAY0764,1,,,
BOLD:AAY0765,1,,,
BOLD:AAY0777,5,,,
BOLD:AAY1039,1,,,
BOLD:AAY1043,1,,,
BOLD:AAY1938,8,,,
BOLD:AAY4682,1,,,
BOLD:AAY4683,3,,,
BOLD:AAY4685,1,,,
BOLD:AAY4687,2,,,
BOLD:AAY4689,6,,,
BOLD:AAY4690,12,,,
BOLD:AAY4691,8,,,
BOLD:AAY4692,3,,,
BOLD:AAY4693,6,,,
BOLD:AAY4695,7,,,
BOLD:AAY4697,2,,,
BOLD:AAY4698,3,,,
BOLD:AAY4699,3,,,
BOLD:AAY4702,6,,,
BOLD:AAY4703,2,,,
BOLD:AAY4704,4,,,
BOLD:AAZ1844,1,,,
BOLD:ABA0019,1,,,
BOLD:ABA3469,5,,,
BOLD:ABA7245,3,,,
BOLD:ABA7246,2,,,
BOLD:ABA7248,7,,,
BOLD:ABA7250,1,,,
BOLD:ABA7252,2,,,
BOLD:ABA7253,1,,,
BOLD:ABA7254,6,,,
BOLD:ABA7256,7,,,
BOLD:ABA7257,2,,,
BOLD:ABA7258,1,,,
BOLD:ABA7259,7,,,
BOLD:ABA7260,13,,,
BOLD:ABA7261,3,,,
BOLD:ABA7262,2,,,
BOLD:ABA7263,4,,,
BOLD:ABA7264,1,,,
BOLD:ABA7268,1,,,
BOLD:ABA7269,1,,,
BOLD:ABA7270,8,,,
BOLD:ABA7271,3,,,
BOLD:ABA8477,9,,,
BOLD:ABA8478,1,,,
BOLD:ABA9252,4,,,
BOLD:ABA9254,1,,,
BOLD:ABA9255,7,,,
BOLD:ABA9257,16,,,
BOLD:ABA9258,9,,,
BOLD:ABA9259,3,,,
BOLD:ABA9260,1,,,
BOLD:ABA9261,3,,,
BOLD:ABA9262,2,,,
BOLD:ABA9263,10,,,
BOLD:ABA9978,2,,,
BOLD:ABU6785,1,,,
BOLD:ABU7420,36,,,
BOLD:ABU7421,3,,,
BOLD:ABU7424,3,,,
BOLD:ABU7426,23,,,
BOLD:ABU7429,3,,,
BOLD:ABW1898,1,,,
BOLD:ABW5846,2,,,
BOLD:ABW9825,1,,,
BOLD:ABW9826,2,,,
BOLD:ABW9827,1,,,
BOLD:ABW9829,27,,,
BOLD:ABW9830,4,,,
BOLD:ABX0068,1,,,
BOLD:ABX0806,10,,,
BOLD:ABX3837,3,,,
BOLD:ABX4834,3,,,
BOLD:ABX4888,12,,,
BOLD:ABX4969,6,,,
BOLD:ABX5018,2,,,
BOLD:ABX5021,6,,,
BOLD:ABX5034,20,,,
BOLD:ABX5072,21,,,
BOLD:ABX5195,11,,,
BOLD:ABX5251,15,,,
BOLD:ABX5358,34,,,
BOLD:ABX5615,12,,,
BOLD:ABX5620,3,,,
BOLD:ABX5649,33,,,
BOLD:ABX5680,13,,,
BOLD:ABX5692,3,,,
BOLD:ABX5732,132,,,
BOLD:ABX5801,2,,,
BOLD:ABX5812,72,,,
BOLD:ABX5833,7,,,
BOLD:ABX5862,15,,,
BOLD:ABX5950,7,,,
BOLD:ABX5951,25,,,
BOLD:ABX5981,6,,,
BOLD:ABX5984,11,,,
BOLD:ABX6006,20,,,
BOLD:ABX6007,63,,,
BOLD:ABX6008,83,,,
BOLD:ABX6113,1,,,
BOLD:ABX6156,2,,,
BOLD:ABX6160,30,,,
BOLD:ABX6174,82,,,
BOLD:ABX6198,1,,,
BOLD:ABX6267,2,,,
BOLD:ABX6328,10,,,
BOLD:ABX6466,10,,,
BOLD:ABX6539,53,,,
BOLD:ABX6588,26,,,
BOLD:ABX6623,1,,,
BOLD:ABX7971,1,,,
BOLD:ABX9446,3,,,
BOLD:ABY1001,1,,,
BOLD:ABY1812,6,,,
BOLD:ABY2722,2,,,
BOLD:ABY3033,1,,,
BOLD:ABY3308,5,,,
BOLD:ABY3502,23,,,
BOLD:ABY3724,3,,,
BOLD:ABY5258,14,,,
BOLD:ABY5381,16,,,
BOLD:ABY5928,3,,,
BOLD:ABY5931,5,,,
BOLD:ABY6625,56,,,
BOLD:ABY6626,45,,,
BOLD:ABY6627,19,,,
BOLD:ABY6628,66,,,
BOLD:ABY6629,5,,,
BOLD:ABY6630,2,,,
BOLD:ABY6876,2,,,
BOLD:ABY7037,6,,,
BOLD:ABY7083,1,,,
BOLD:ABY7235,54,,,
BOLD:ABY7236,18,,,
BOLD:ABY7237,5,,,
BOLD:ABY7238,2,,,
BOLD:ABY7274,53,,,
BOLD:ABY7999,1,,,
BOLD:ABY8051,3,,,
BOLD:ABY8216,2,,,
BOLD:ABY8291,2,,,
BOLD:ABY8441,1,,,
BOLD:ABY8442,1,,,
BOLD:ABY8597,9,,,
BOLD:ABY8852,1,,,
BOLD:ABY9005,9,,,
BOLD:ABY9810,26,,,
BOLD:ABZ0568,7,,,
BOLD:ABZ1035,3,,,
BOLD:ABZ1039,2,,,
BOLD:ABZ1434,13,,,
BOLD:ABZ1653,1,,,
BOLD:ABZ1668,2,,,
BOLD:ABZ2023,1,,,
BOLD:ABZ2025,2,,,
BOLD:ABZ2026,13,,,
BOLD:ABZ2095,5,,,
BOLD:ABZ2096,12,,,
BOLD:ABZ2262,1,,,
BOLD:ABZ3793,4,,,
BOLD:ABZ4093,1,,,
BOLD:ABZ4155,14,,,
BOLD:ABZ5286,5,,,
BOLD:ABZ5889,30,,,
BOLD:ABZ6734,15,,,
BOLD:ABZ6995,5,,,
BOLD:ABZ7193,15,,,
BOLD:ABZ7329,4,,,
BOLD:ABZ7618,12,,,
BOLD:ABZ7710,94,,,
BOLD:ABZ7908,9,,,
BOLD:ABZ7986,29,,,
BOLD:ABZ8031,1,,,
BOLD:ABZ8693,2,,,
BOLD:ABZ8808,1,,,
BOLD:ABZ8831,3,,,
BOLD:ABZ9374,4,,,
BOLD:ABZ9375,2,,,
BOLD:ACB1223,2,,,
BOLD:ACB1316,1,,,
BOLD:ACB1515,4,,,
BOLD:ACB1581,1,,,
BOLD:ACB1629,11,,,
BOLD:ACB1636,1,,,
BOLD:ACB1711,4,,,
BOLD:ACB1783,3,,,
BOLD:ACB1893,1,,,
BOLD:ACB2000,7,,,
BOLD:ACB2342,3,,,
BOLD:ACB2343,4,,,
BOLD:ACB2349,1,,,
BOLD:ACB2414,2,,,
BOLD:ACB2415,1,,,
BOLD:ACB2460,2,,,
BOLD:ACB2647,1,,,
BOLD:ACB2648,1,,,
BOLD:ACB3027,4,,,
BOLD:ACC0954,3,,,
BOLD:ACC1256,2,,,
BOLD:ACC1257,1,,,
BOLD:ACC1293,3,,,
BOLD:ACC1295,2,,,
BOLD:ACC1300,1,,,
BOLD:ACC1416,2,,,
BOLD:ACC1451,2,,,
BOLD:ACC1457,6,,,
BOLD:ACC1510,6,,,
BOLD:ACC1542,4,,,
BOLD:ACC1607,1,,,
BOLD:ACC1667,3,,,
BOLD:ACC1677,1,,,
BOLD:ACC1731,2,,,
BOLD:ACC1732,1,,,
BOLD:ACC4119,6,,,
BOLD:ACC4242,2,,,
BOLD:ACE4337,10,,,
BOLD:ACE4368,18,,,
BOLD:ACE4369,4,,,
BOLD:ACE5969,11,,,
BOLD:ACE6407,3,,,
BOLD:ACE7195,2,,,
BOLD:ACE8119,3,,,
BOLD:ACE8120,62,,,
BOLD:ACE8229,4,,,
BOLD:ACE8258,19,,,
BOLD:ACE8721,12,,,
BOLD:ACE8823,5,,,
BOLD:ACE8837,14,,,
BOLD:ACE8845,6,,,
BOLD:ACE8951,9,,,
BOLD:ACE8973,9,,,
BOLD:ACE9199,2,,,
BOLD:ACF0061,1,,,
BOLD:ACF0243,7,,,
BOLD:ACF0477,2,,,
BOLD:ACF0511,112,,,
BOLD:ACF1627,62,,,
BOLD:ACF2060,1,,,
BOLD:ACF2716,1,,,
BOLD:ACF2953,1,,,
BOLD:ACF2954,1,,,
BOLD:ACF2959,8,,,
BOLD:ACF2960,11,,,
BOLD:ACF3142,131,,,
BOLD:ACF3154,1,,,
BOLD:ACF3286,9,,,
BOLD:ACF3757,36,,,
BOLD:ACF4125,3,,,
BOLD:ACF4160,1,,,
BOLD:ACF4586,2,,,
BOLD:ACF4587,10,,,
BOLD:ACF4789,8,,,
BOLD:ACH4153,2,,,
BOLD:ACH4195,1,,,
BOLD:ACH4246,14,,,
BOLD:ACH9851,1,,,
BOLD:ACI3327,4,,,
BOLD:ACI3397,1,,,
BOLD:ACI3413,3,,,
BOLD:ACJ2346,3,,,
BOLD:ACJ2541,1,,,
BOLD:ACJ2542,2,,,
BOLD:ACJ2593,1,,,
BOLD:ACJ2669,4,,,
BOLD:ACJ2768,4,,,
BOLD:ACJ2777,7,,,
BOLD:ACJ2844,1,,,
BOLD:ACJ2845,1,,,
BOLD:ACJ2953,3,,,
BOLD:ACJ3973,3,,,
BOLD:ACJ4131,1,,,
BOLD:ACJ4188,2,,,
BOLD:ACJ4259,1,,,
BOLD:ACJ4500,1,,,
BOLD:ACJ4525,20,,,
BOLD:ACJ4526,45,,,
BOLD:ACJ4538,1,,,
BOLD:ACJ4852,4,,,
BOLD:ACJ4911,1,,,
BOLD:ACJ5121,2,,,
BOLD:ACJ5175,1,,,
BOLD:ACJ6042,4,,,
BOLD:ACJ6090,1,,,
BOLD:ACL9196,2,,,
BOLD:ACL9402,1,,,
BOLD:ACM2107,7,,,
BOLD:ACM2202,1,,,
BOLD:ACM2280,1,,,
BOLD:ACM2371,1,,,
BOLD:ACM2380,2,,,
BOLD:ACM2389,2,,,
BOLD:ACM2588,2,,,
BOLD:ACM3100,4,,,
BOLD:ACM8436,1,,,
BOLD:ACM8536,1,,,
BOLD:ACM9049,1,,,
BOLD:ACM9154,1,,,
BOLD:ACP6744,1,,,
BOLD:ACP6760,1,,,
BOLD:ACP6790,1,,,
BOLD:ACP6825,1,,,
BOLD:ACP6837,1,,,
BOLD:ACP7005,1,,,
BOLD:ACP7115,1,,,
BOLD:ACP7117,3,,,
BOLD:ACR3397,1,,,
BOLD:ACT0576,1,,,
BOLD:ACT3019,2,,,
BOLD:ACT4106,2,,,
BOLD:ACU6866,1,,,
BOLD:ACV4289,19,,,
BOLD:ACW6882,1,,,
BOLD:ACW7001,3,,,
BOLD:ACW7643,2,,,
BOLD:ACW7995,1,,,
BOLD:ACY4355,1,,,
BOLD:ACY4650,2,,,
BOLD:ACY4939,6,,,
BOLD:ACY9397,1,,,
BOLD:ACY9989,2,,,
BOLD:ACY9990,2,,,
BOLD:ACZ0120,2,,,
BOLD:ADA2584,1,,,
BOLD:ADA5721,1,,,
BOLD:ADA7564,20,,,
BOLD:ADE2888,2,,,
BOLD:ADE2889,5,,,
BOLD:ADF0402,2,,,
BOLD:ADF1805,1,,,
BOLD:ADF6664,1,,,
BOLD:ADH6250,1,,,
BOLD:ADI5436,1,,,
BOLD:ADI8337,2,,,
BOLD:ADI8449,6,,,
BOLD:ADI9001,1,,,
BOLD:ADJ0144,5,,,
BOLD:ADJ0476,4,,,
BOLD:ADJ0744,2,,,
BOLD:ADJ2269,2,,,
BOLD:ADJ3297,2,,,
BOLD:ADJ3394,5,,,
BOLD:ADJ3395,1,,,
BOLD:ADJ3470,6,,,
BOLD:ADJ4264,2,,,
BOLD:ADJ6568,66,,,
BOLD:ADM7506,2,,,
BOLD:ADP5736,2,,,
BOLD:ADX1373,1,,,
BOLD:ADX9064,1,,,
BOLD:ADY6165,2,,,
BOLD:ADY9254,1,,,
BOLD:ADY9646,1,,,
BOLD:ADZ3934,5,,,
BOLD:AEA8351,1,,,
BOLD:AEA8761,1,,,
BOLD:AEA9104,1,,,
BOLD:AEA9586,3,,,
BOLD:AEB1477,1,,,
BOLD:AEB4106,3,,,
BOLD:AEB6340,1,,,
BOLD:AEB6341,2,,,
BOLD:AEC2596,1,,,
BOLD:AEC4300,1,,,
BOLD:AEC9788,2,,,
BOLD:AED2446,1,,,
BOLD:AEJ1406,1,,,
BOLD:AEJ3502,1,,,
BOLD:AEJ8114,9,,,
BOLD:AEJ8971,1,,,
BOLD:AEK5130,1,,,
BOLD:AEL7285,17,,,
BOLD:AEN2289,1,,,
BOLD:AEO2163,2,,,
BOLD:AEP0767,1,,,
BOLD:AEP3711,1,,,
BOLD:AEP3712,2,,,
BOLD:AEP3735,12,,,
BOLD:AEP5875,2,,,
BOLD:AEP5876,1,,,
BOLD:AER4623,1,,,
BOLD:AER7450,3,,,
BOLD:AEW9677,1,,,
BOLD:AFD8506,1,,,
BOLD:AFD9198,1,,,
BOLD:AFE2943,1,,,
BOLD:AFG4679,1,,,
