BOLD code,Frequency,,,
BOLD:AAG8106,9,,,
BOLD:AAG8211,6,,,
BOLD:AAG9324,1,,,
BOLD:AAG9508,1,,,
BOLD:AAH2014,22,,,
BOLD:AAH2836,7,,,
BOLD:AAH6910,3,,,
BOLD:AAH8700,1,,,
BOLD:AAH8703,2,,,
BOLD:AAH8705,2,,,
BOLD:AAH8712,1,,,
BOLD:AAH8721,1,,,
BOLD:AAH8733,2,,,
BOLD:AAH8920,9,,,
BOLD:AAH9964,3,,,
BOLD:AAI1157,11,,,
BOLD:AAI1158,74,,,
BOLD:AAI1659,10,,,
BOLD:AAI2109,1,,,
BOLD:AAI3056,1,,,
BOLD:AAI3094,1,,,
BOLD:AAI3863,9,,,
BOLD:AAI4198,65,,,
BOLD:AAI4273,19,,,
BOLD:AAI5972,1,,,
BOLD:AAI6004,2,,,
BOLD:AAI6237,2,,,
BOLD:AAI6300,417,,,
BOLD:AAI7271,1,,,
BOLD:AAI7282,1,,,
BOLD:AAI7285,10,,,
BOLD:AAI7293,5,,,
BOLD:AAI7299,1,,,
BOLD:AAI7301,4,,,
BOLD:AAI7313,1,,,
BOLD:AAI7344,2,,,
BOLD:AAI7599,4,,,
BOLD:AAI7795,12,,,
BOLD:AAI7854,3,,,
BOLD:AAI9077,11,,,
BOLD:AAI9307,1,,,
BOLD:AAI9322,1,,,
BOLD:AAI9747,3,,,
BOLD:AAI9975,8,,,
BOLD:AAJ0755,1,,,
BOLD:AAJ1367,5,,,
BOLD:AAJ1368,6,,,
BOLD:AAJ1395,5,,,
BOLD:AAJ1513,2,,,
BOLD:AAJ1515,1,,,
BOLD:AAJ1768,5,,,
BOLD:AAJ2061,55,,,
BOLD:AAJ3538,1,,,
BOLD:AAJ5618,1,,,
BOLD:AAJ5709,4,,,
BOLD:AAJ6893,1,,,
BOLD:AAJ7235,2,,,
BOLD:AAJ7564,9,,,
BOLD:AAJ8818,1,,,
BOLD:AAJ9262,4,,,
BOLD:AAK0117,1,,,
BOLD:AAK0959,1,,,
BOLD:AAK1479,2,,,
BOLD:AAK1483,2,,,
BOLD:AAK1566,1,,,
BOLD:AAK1628,13,,,
BOLD:AAK1643,4,,,
BOLD:AAK1646,4,,,
BOLD:AAK1654,2,,,
BOLD:AAK1700,3,,,
BOLD:AAK1709,3,,,
BOLD:AAK1722,1,,,
BOLD:AAK1946,17,,,
BOLD:AAK2350,44,,,
BOLD:AAK2996,1,,,
BOLD:AAK3035,8,,,
BOLD:AAK4337,3,,,
BOLD:AAK6369,9,,,
BOLD:AAK7363,2,,,
BOLD:AAK7578,2,,,
BOLD:AAK8687,1,,,
BOLD:AAK9737,10,,,
BOLD:AAK9744,1,,,
BOLD:AAL1022,3,,,
BOLD:AAL1427,194,,,
BOLD:AAL2277,1,,,
BOLD:AAL2325,1,,,
BOLD:AAL2345,1,,,
BOLD:AAL3681,3,,,
BOLD:AAL3684,1,,,
BOLD:AAL5548,1,,,
BOLD:AAL8247,25,,,
BOLD:AAM1059,9,,,
BOLD:AAM1075,4,,,
BOLD:AAM1107,2,,,
BOLD:AAM1109,1,,,
BOLD:AAM1111,1,,,
BOLD:AAM1179,2,,,
BOLD:AAM1181,1,,,
BOLD:AAM1443,4,,,
BOLD:AAM5088,78,,,
BOLD:AAM5150,17,,,
BOLD:AAM5224,3,,,
BOLD:AAM5230,16,,,
BOLD:AAM5231,1,,,
BOLD:AAM5381,3,,,
BOLD:AAM5482,2,,,
BOLD:AAM5650,1,,,
BOLD:AAM5670,1,,,
BOLD:AAM5671,2,,,
BOLD:AAM5673,1,,,
BOLD:AAM5683,3,,,
BOLD:AAM5736,2,,,
BOLD:AAM5739,1,,,
BOLD:AAM5741,1,,,
BOLD:AAM5746,2,,,
BOLD:AAM5747,1,,,
BOLD:AAM5748,1,,,
BOLD:AAM5749,1,,,
BOLD:AAM5751,2,,,
BOLD:AAM5842,14,,,
BOLD:AAM5846,1,,,
BOLD:AAM5847,64,,,
BOLD:AAM5853,5,,,
BOLD:AAM5951,14,,,
BOLD:AAM5983,5,,,
BOLD:AAM6962,1,,,
BOLD:AAM9596,29,,,
BOLD:AAM9598,49,,,
BOLD:AAN1872,1,,,
BOLD:AAN2537,1,,,
BOLD:AAN2539,1,,,
BOLD:AAN3422,1,,,
BOLD:AAN5126,1,,,
BOLD:AAN7915,168,,,
BOLD:AAN7931,8,,,
BOLD:AAN7935,6,,,
BOLD:AAN8087,109,,,
BOLD:AAN8658,16,,,
BOLD:AAO2517,1,,,
BOLD:AAP0846,42,,,
BOLD:AAP0854,1,,,
BOLD:AAP6664,3,,,
BOLD:AAP8560,47,,,
BOLD:AAP8572,9,,,
BOLD:AAP9457,51,,,
BOLD:AAQ0897,6,,,
BOLD:AAQ1304,13,,,
BOLD:AAR3490,6,,,
BOLD:AAR9885,25,,,
BOLD:AAS0522,1,,,
BOLD:AAT8855,15,,,
BOLD:AAT9019,6,,,
BOLD:AAT9029,1,,,
BOLD:AAT9451,35,,,
BOLD:AAU6089,4,,,
BOLD:AAU8418,1,,,
BOLD:AAU8427,3,,,
BOLD:AAU8816,2,,,
BOLD:AAV0639,1,,,
BOLD:AAV2017,9,,,
BOLD:AAV2052,4,,,
BOLD:AAV2062,1,,,
BOLD:AAV3008,9,,,
BOLD:AAV3029,133,,,
BOLD:AAV3037,1,,,
BOLD:AAV3607,1,,,
BOLD:AAV4087,3,,,
BOLD:AAV4210,1,,,
BOLD:AAV4426,2,,,
BOLD:AAV6274,1,,,
BOLD:AAV6307,2,,,
BOLD:AAW0417,25,,,
BOLD:AAW0421,3,,,
BOLD:AAW0422,8,,,
BOLD:AAW0426,3,,,
BOLD:AAW1568,1,,,
BOLD:AAW1643,2,,,
BOLD:AAW3563,1,,,
BOLD:AAW4031,4,,,
BOLD:AAW4582,8,,,
BOLD:AAW4658,1,,,
BOLD:AAW4659,4,,,
BOLD:AAW5033,3,,,
BOLD:AAW7161,1,,,
BOLD:AAW9312,15,,,
BOLD:AAW9315,2,,,
BOLD:AAW9323,1,,,
BOLD:AAW9369,1,,,
BOLD:AAX0231,11,,,
BOLD:AAX0396,5,,,
BOLD:AAX1299,9,,,
BOLD:AAX2065,2,,,
BOLD:AAX2124,4,,,
BOLD:AAX4031,2,,,
BOLD:AAX4034,2,,,
BOLD:AAX4035,2,,,
BOLD:AAX4046,1,,,
BOLD:AAX4057,1,,,
BOLD:AAX4061,2,,,
BOLD:AAX4152,3,,,
BOLD:AAX4231,8,,,
BOLD:AAX4327,1,,,
BOLD:AAX4329,1,,,
BOLD:AAX5069,1,,,
BOLD:AAX6508,6,,,
BOLD:AAX6509,2,,,
BOLD:AAX6886,1,,,
BOLD:AAX6888,1,,,
BOLD:AAX7726,1,,,
BOLD:AAX8342,1,,,
BOLD:AAX8639,1,,,
BOLD:AAX8653,1,,,
BOLD:AAX8739,20,,,
BOLD:AAX9764,1,,,
BOLD:AAY0244,2,,,
BOLD:AAY0550,1,,,
BOLD:AAY0565,1,,,
BOLD:AAY0742,1,,,
BOLD:AAY0743,2,,,
BOLD:AAY0767,2,,,
BOLD:AAY0770,1,,,
BOLD:AAY0777,1,,,
BOLD:AAY1040,41,,,
BOLD:AAY1042,1,,,
BOLD:AAY2034,3,,,
BOLD:AAY2036,1,,,
BOLD:AAY4745,1,,,
BOLD:AAY4748,2,,,
BOLD:AAY4755,1,,,
BOLD:AAZ5145,1,,,
BOLD:AAZ6457,6,,,
BOLD:AAZ9572,2,,,
BOLD:ABA0301,291,,,
BOLD:ABA0302,508,,,
BOLD:ABA0304,3,,,
BOLD:ABA0305,240,,,
BOLD:ABA0306,15,,,
BOLD:ABA0308,8,,,
BOLD:ABA0309,1,,,
BOLD:ABA0310,4,,,
BOLD:ABA0311,2,,,
BOLD:ABA0642,1,,,
BOLD:ABA0654,1,,,
BOLD:ABA0898,13,,,
BOLD:ABA2497,1,,,
BOLD:ABA2498,1,,,
BOLD:ABA2697,1,,,
BOLD:ABA2709,1,,,
BOLD:ABA2716,465,,,
BOLD:ABA2718,179,,,
BOLD:ABA2720,4,,,
BOLD:ABA2722,1,,,
BOLD:ABA2723,29,,,
BOLD:ABA2762,2,,,
BOLD:ABA2768,86,,,
BOLD:ABA2945,20,,,
BOLD:ABA2958,1,,,
BOLD:ABA3097,1,,,
BOLD:ABA3098,6,,,
BOLD:ABA3101,8,,,
BOLD:ABA3107,7,,,
BOLD:ABA3108,11,,,
BOLD:ABA3143,2,,,
BOLD:ABA3435,29,,,
BOLD:ABA3440,20,,,
BOLD:ABA3442,1,,,
BOLD:ABA3469,2,,,
BOLD:ABA3470,2,,,
BOLD:ABA3494,7,,,
BOLD:ABA3500,3,,,
BOLD:ABA3520,4,,,
BOLD:ABA3527,1,,,
BOLD:ABA3807,6,,,
BOLD:ABA3841,8,,,
BOLD:ABA6162,72,,,
BOLD:ABA7260,1,,,
BOLD:ABA7264,2,,,
BOLD:ABA7282,1,,,
BOLD:ABA9261,1,,,
BOLD:ABA9270,1,,,
BOLD:ABA9277,1,,,
BOLD:ABA9319,1,,,
BOLD:ABU5630,11,,,
BOLD:ABU6916,1,,,
BOLD:ABU6999,1,,,
BOLD:ABU7456,98,,,
BOLD:ABU8128,2,,,
BOLD:ABV0606,1,,,
BOLD:ABV0637,8,,,
BOLD:ABV0640,4,,,
BOLD:ABV0658,6,,,
BOLD:ABV0661,2,,,
BOLD:ABV0663,2,,,
BOLD:ABV0664,1,,,
BOLD:ABV0675,1,,,
BOLD:ABV0680,1,,,
BOLD:ABV0691,1,,,
BOLD:ABV0710,3,,,
BOLD:ABV0712,2,,,
BOLD:ABV0721,16,,,
BOLD:ABV0722,1,,,
BOLD:ABV0723,4,,,
BOLD:ABV0730,54,,,
BOLD:ABV0734,3,,,
BOLD:ABV0750,1,,,
BOLD:ABV0753,1,,,
BOLD:ABV0758,13,,,
BOLD:ABV0769,1,,,
BOLD:ABV0771,10,,,
BOLD:ABV0782,3,,,
BOLD:ABV2819,4,,,
BOLD:ABV9880,1,,,
BOLD:ABV9882,1,,,
BOLD:ABV9884,2,,,
BOLD:ABV9885,4,,,
BOLD:ABV9887,2,,,
BOLD:ABV9889,5,,,
BOLD:ABV9890,2,,,
BOLD:ABV9893,2,,,
BOLD:ABV9894,1,,,
BOLD:ABV9896,9,,,
BOLD:ABV9897,9,,,
BOLD:ABV9903,1,,,
BOLD:ABV9904,6,,,
BOLD:ABV9909,4,,,
BOLD:ABV9917,13,,,
BOLD:ABV9918,11,,,
BOLD:ABV9919,32,,,
BOLD:ABV9920,1,,,
BOLD:ABV9924,2,,,
BOLD:ABW1900,75,,,
BOLD:ABW1961,13,,,
BOLD:ABW1962,34,,,
BOLD:ABW1964,11,,,
BOLD:ABW1988,22,,,
BOLD:ABW1996,1,,,
BOLD:ABW1997,1,,,
BOLD:ABW2010,1,,,
BOLD:ABW2013,1,,,
BOLD:ABW2052,3,,,
BOLD:ABW2059,1,,,
BOLD:ABW2106,1,,,
BOLD:ABW2155,1,,,
BOLD:ABW2332,1,,,
BOLD:ABW3270,2,,,
BOLD:ABW4327,16,,,
BOLD:ABW4520,1,,,
BOLD:ABW4588,1,,,
BOLD:ABW4669,10,,,
BOLD:ABW4862,2,,,
BOLD:ABW5078,1,,,
BOLD:ABW5102,173,,,
BOLD:ABW5134,2,,,
BOLD:ABW5154,1,,,
BOLD:ABW5161,3,,,
BOLD:ABW5680,6,,,
BOLD:ABW5821,1,,,
BOLD:ABW5894,1,,,
BOLD:ABW5942,2,,,
BOLD:ABW8544,44,,,
BOLD:ABW8553,1,,,
BOLD:ABX0078,1,,,
BOLD:ABX0079,1,,,
BOLD:ABX0080,1,,,
BOLD:ABX0082,3,,,
BOLD:ABX0084,1,,,
BOLD:ABX0087,1,,,
BOLD:ABX0089,7,,,
BOLD:ABX0090,6,,,
BOLD:ABX0092,1,,,
BOLD:ABX0449,2,,,
BOLD:ABX0809,1,,,
BOLD:ABX2259,1,,,
BOLD:ABX2989,5,,,
BOLD:ABX4670,1,,,
BOLD:ABX4970,16,,,
BOLD:ABX5032,2,,,
BOLD:ABX5155,32,,,
BOLD:ABX5195,5,,,
BOLD:ABX5209,1,,,
BOLD:ABX5287,4,,,
BOLD:ABX5343,2,,,
BOLD:ABX5473,1,,,
BOLD:ABX5696,1,,,
BOLD:ABX5732,9,,,
BOLD:ABX5812,8,,,
BOLD:ABX5981,3,,,
BOLD:ABX6094,11,,,
BOLD:ABX6125,1,,,
BOLD:ABX6267,5,,,
BOLD:ABX6466,10,,,
BOLD:ABX6541,8,,,
BOLD:ABX6745,1,,,
BOLD:ABX9145,6,,,
BOLD:ABX9555,1,,,
BOLD:ABY1656,16,,,
BOLD:ABY3405,16,,,
BOLD:ABY3842,2,,,
BOLD:ABY6626,1,,,
BOLD:ABY6627,1,,,
BOLD:ABY7235,3,,,
BOLD:ABY7283,1,,,
BOLD:ABY9810,1,,,
BOLD:ABZ1039,1,,,
BOLD:ABZ2026,2,,,
BOLD:ABZ2679,1,,,
BOLD:ABZ2906,4,,,
BOLD:ABZ3129,10,,,
BOLD:ABZ8198,1,,,
BOLD:ABZ8595,1,,,
BOLD:ABZ9198,9,,,
BOLD:ABZ9413,37,,,
BOLD:ABZ9604,13,,,
BOLD:ABZ9606,1,,,
BOLD:ACA0907,24,,,
BOLD:ACA6835,1,,,
BOLD:ACA7259,108,,,
BOLD:ACA7541,1,,,
BOLD:ACB0991,2,,,
BOLD:ACB1289,2,,,
BOLD:ACB1893,3,,,
BOLD:ACB2554,4,,,
BOLD:ACB2555,1,,,
BOLD:ACB2774,1,,,
BOLD:ACB3674,8,,,
BOLD:ACB8549,4,,,
BOLD:ACC1822,4,,,
BOLD:ACC2880,1,,,
BOLD:ACC3709,3,,,
BOLD:ACD1846,2,,,
BOLD:ACD3484,964,,,
BOLD:ACD3501,75,,,
BOLD:ACD4447,2,,,
BOLD:ACD5248,3,,,
BOLD:ACD5587,2,,,
BOLD:ACD5588,225,,,
BOLD:ACD5669,2,,,
BOLD:ACD5689,152,,,
BOLD:ACD6086,1,,,
BOLD:ACD6097,96,,,
BOLD:ACD6263,6,,,
BOLD:ACD6344,1,,,
BOLD:ACD6349,1,,,
BOLD:ACD6520,326,,,
BOLD:ACE1583,198,,,
BOLD:ACE1746,52,,,
BOLD:ACE1826,2,,,
BOLD:ACE1859,11,,,
BOLD:ACE1969,8,,,
BOLD:ACE1984,49,,,
BOLD:ACE2085,3,,,
BOLD:ACE2493,1,,,
BOLD:ACE2638,36,,,
BOLD:ACE2648,1,,,
BOLD:ACE3396,6,,,
BOLD:ACE4337,3,,,
BOLD:ACE5820,1,,,
BOLD:ACE6987,25,,,
BOLD:ACE7370,8,,,
BOLD:ACE7735,9,,,
BOLD:ACE8120,1,,,
BOLD:ACE8721,7,,,
BOLD:ACE8845,6,,,
BOLD:ACE8951,1,,,
BOLD:ACE9731,1,,,
BOLD:ACF0157,5,,,
BOLD:ACF0272,10,,,
BOLD:ACF0511,8,,,
BOLD:ACF1386,1,,,
BOLD:ACF1747,1,,,
BOLD:ACF2929,2,,,
BOLD:ACF2953,1,,,
BOLD:ACF2959,1,,,
BOLD:ACF2960,1,,,
BOLD:ACF2974,10,,,
BOLD:ACF3142,2,,,
BOLD:ACF3757,7,,,
BOLD:ACF4585,4,,,
BOLD:ACF6015,1,,,
BOLD:ACF6256,49,,,
BOLD:ACF6363,3,,,
BOLD:ACF6796,2,,,
BOLD:ACF6798,7,,,
BOLD:ACF6887,41,,,
BOLD:ACF6889,4,,,
BOLD:ACF6932,2,,,
BOLD:ACF6933,27,,,
BOLD:ACF7054,280,,,
BOLD:ACF7117,2,,,
BOLD:ACF7324,91,,,
BOLD:ACF7382,4,,,
BOLD:ACF7385,2,,,
BOLD:ACF7386,1,,,
BOLD:ACF7413,17,,,
BOLD:ACF7495,2,,,
BOLD:ACF7496,1,,,
BOLD:ACF7550,2,,,
BOLD:ACF7848,19,,,
BOLD:ACF7871,2,,,
BOLD:ACF7873,45,,,
BOLD:ACF7876,5,,,
BOLD:ACF8114,15,,,
BOLD:ACF8177,1,,,
BOLD:ACF8178,9,,,
BOLD:ACF8288,31,,,
BOLD:ACF8487,1,,,
BOLD:ACF8657,10,,,
BOLD:ACF8796,5,,,
BOLD:ACF8836,54,,,
BOLD:ACF8868,11,,,
BOLD:ACF9307,1,,,
BOLD:ACG2859,17,,,
BOLD:ACG2957,1,,,
BOLD:ACG3084,1,,,
BOLD:ACG3245,5,,,
BOLD:ACG3345,1,,,
BOLD:ACG3370,69,,,
BOLD:ACG3371,1,,,
BOLD:ACG3373,3,,,
BOLD:ACG3374,8,,,
BOLD:ACG3418,3,,,
BOLD:ACG3421,9,,,
BOLD:ACG3422,3,,,
BOLD:ACG3423,1,,,
BOLD:ACG3517,4,,,
BOLD:ACG3568,11,,,
BOLD:ACG3787,5,,,
BOLD:ACG3839,1,,,
BOLD:ACG3870,1,,,
BOLD:ACG3871,8,,,
BOLD:ACG3919,1,,,
BOLD:ACG3996,109,,,
BOLD:ACG3997,23,,,
BOLD:ACG3998,2,,,
BOLD:ACG4206,90,,,
BOLD:ACG4247,5,,,
BOLD:ACG4248,2,,,
BOLD:ACG4356,2,,,
BOLD:ACG4358,18,,,
BOLD:ACG4416,1,,,
BOLD:ACG4539,26,,,
BOLD:ACG4540,2,,,
BOLD:ACG4779,1,,,
BOLD:ACG5035,4,,,
BOLD:ACG5044,4,,,
BOLD:ACG5056,2,,,
BOLD:ACG5126,1,,,
BOLD:ACG5181,1,,,
BOLD:ACG5203,10,,,
BOLD:ACG5204,3,,,
BOLD:ACG5205,18,,,
BOLD:ACG5255,1,,,
BOLD:ACG5362,21,,,
BOLD:ACG5363,1,,,
BOLD:ACG5375,27,,,
BOLD:ACG5376,13,,,
BOLD:ACG5440,5,,,
BOLD:ACG5511,2,,,
BOLD:ACG6765,25,,,
BOLD:ACG6844,2,,,
BOLD:ACG7001,3,,,
BOLD:ACG7073,379,,,
BOLD:ACG7248,1,,,
BOLD:ACG7425,9,,,
BOLD:ACG7942,73,,,
BOLD:ACG8015,6,,,
BOLD:ACG8036,33,,,
BOLD:ACG8070,40,,,
BOLD:ACG8099,32,,,
BOLD:ACG8128,6,,,
BOLD:ACG8142,1,,,
BOLD:ACG8189,2,,,
BOLD:ACG8190,1,,,
BOLD:ACG8198,13,,,
BOLD:ACG8199,10,,,
BOLD:ACG8220,1,,,
BOLD:ACG8299,3,,,
BOLD:ACG8300,3,,,
BOLD:ACG8301,5,,,
BOLD:ACG8302,18,,,
BOLD:ACG8317,27,,,
BOLD:ACG8318,9,,,
BOLD:ACG8381,129,,,
BOLD:ACG8400,7,,,
BOLD:ACJ1259,1,,,
BOLD:ACJ1280,4,,,
BOLD:ACJ1284,1,,,
BOLD:ACJ1335,1,,,
BOLD:ACJ1336,17,,,
BOLD:ACJ1403,8,,,
BOLD:ACJ1437,64,,,
BOLD:ACJ1489,47,,,
BOLD:ACJ1653,26,,,
BOLD:ACJ2167,35,,,
BOLD:ACJ2178,4,,,
BOLD:ACJ2201,3,,,
BOLD:ACJ2236,8,,,
BOLD:ACJ2269,2,,,
BOLD:ACJ2270,1,,,
BOLD:ACJ2315,3,,,
BOLD:ACJ2416,1,,,
BOLD:ACJ2417,130,,,
BOLD:ACJ2495,5,,,
BOLD:ACJ2522,1,,,
BOLD:ACJ2550,2,,,
BOLD:ACJ2551,1,,,
BOLD:ACJ2699,3,,,
BOLD:ACJ2744,2,,,
BOLD:ACJ2804,1,,,
BOLD:ACJ2944,6,,,
BOLD:ACJ3468,2,,,
BOLD:ACJ3478,6,,,
BOLD:ACJ4087,1,,,
BOLD:ACJ4186,1,,,
BOLD:ACJ4478,5,,,
BOLD:ACJ4533,1,,,
BOLD:ACJ4534,1,,,
BOLD:ACJ4536,89,,,
BOLD:ACJ5020,1,,,
BOLD:ACJ6625,1,,,
BOLD:ACJ6874,1,,,
BOLD:ACJ6914,9,,,
BOLD:ACJ6951,2,,,
BOLD:ACJ7037,10,,,
BOLD:ACJ7151,14,,,
BOLD:ACJ7331,6,,,
BOLD:ACJ7341,3,,,
BOLD:ACJ7810,5,,,
BOLD:ACJ7822,2,,,
BOLD:ACJ7903,7,,,
BOLD:ACJ8069,2,,,
BOLD:ACJ8279,99,,,
BOLD:ACJ8433,1,,,
BOLD:ACJ8665,5,,,
BOLD:ACJ8670,4,,,
BOLD:ACJ8785,15,,,
BOLD:ACJ9110,12,,,
BOLD:ACJ9213,2,,,
BOLD:ACK2042,1,,,
BOLD:ACK2043,10,,,
BOLD:ACK2066,29,,,
BOLD:ACK2247,1,,,
BOLD:ACK2497,2,,,
BOLD:ACK2541,97,,,
BOLD:ACK2620,2,,,
BOLD:ACK2671,2,,,
BOLD:ACK2688,20,,,
BOLD:ACK2796,8,,,
BOLD:ACK2841,9,,,
BOLD:ACK2863,1,,,
BOLD:ACK3030,2,,,
BOLD:ACK3085,4,,,
BOLD:ACK3193,2,,,
BOLD:ACK3615,2,,,
BOLD:ACK3660,1,,,
BOLD:ACK3663,1,,,
BOLD:ACK4334,2,,,
BOLD:ACK4767,4,,,
BOLD:ACK4923,7,,,
BOLD:ACK5162,109,,,
BOLD:ACK5227,3,,,
BOLD:ACK6019,3,,,
BOLD:ACK6099,26,,,
BOLD:ACK6115,2,,,
BOLD:ACK7001,8,,,
BOLD:ACK7086,2,,,
BOLD:ACK7266,4,,,
BOLD:ACK7403,1,,,
BOLD:ACK7796,1,,,
BOLD:ACK7801,1,,,
BOLD:ACK7939,4,,,
BOLD:ACL0293,29,,,
BOLD:ACL0390,2,,,
BOLD:ACL0795,3,,,
