BOLD Code,Frequency,,,
BOLD:AAD4574,2,,,
BOLD:AAD4646,2,,,
BOLD:AAD4921,3,,,
BOLD:AAD4923,2,,,
BOLD:AAD4982,15,,,
BOLD:AAD5279,10,,,
BOLD:AAD5588,1,,,
BOLD:AAD6038,3,,,
BOLD:AAD6202,6,,,
BOLD:AAD6406,56,,,
BOLD:AAD6534,1,,,
BOLD:AAD6535,2,,,
BOLD:AAD6546,1,,,
BOLD:AAD6562,39,,,
BOLD:AAD6849,3,,,
BOLD:AAD6850,1,,,
BOLD:AAD6988,2,,,
BOLD:AAD7299,1,,,
BOLD:AAD8688,1,,,
BOLD:AAD9471,1,,,
BOLD:AAD9684,1,,,
BOLD:AAD9699,51,,,
BOLD:AAD9729,1,,,
BOLD:AAD9754,6,,,
BOLD:AAE0329,5,,,
BOLD:AAE0508,173,,,
BOLD:AAE0922,403,,,
BOLD:AAE0967,1,,,
BOLD:AAE1352,1,,,
BOLD:AAE1575,7,,,
BOLD:AAE1725,29,,,
BOLD:AAE2270,1,,,
BOLD:AAE2427,2,,,
BOLD:AAE2516,1,,,
BOLD:AAE2842,17,,,
BOLD:AAE3550,1,,,
BOLD:AAE3605,1,,,
BOLD:AAE3612,3,,,
BOLD:AAE3749,472,,,
BOLD:AAE3978,2,,,
BOLD:AAE4116,12,,,
BOLD:AAE5701,1,,,
BOLD:AAE5867,5,,,
BOLD:AAE6454,16,,,
BOLD:AAE6637,1,,,
BOLD:AAE6754,2,,,
BOLD:AAE7080,38,,,
BOLD:AAE7143,1,,,
BOLD:AAE7160,6,,,
BOLD:AAE7750,11,,,
BOLD:AAE7857,40,,,
BOLD:AAE7879,1,,,
BOLD:AAE7969,17,,,
BOLD:AAE8205,1,,,
BOLD:AAE8274,13,,,
BOLD:AAE8275,3,,,
BOLD:AAE8429,7,,,
BOLD:AAE8506,14,,,
BOLD:AAE8596,1,,,
BOLD:AAE8602,16,,,
BOLD:AAE8644,46,,,
BOLD:AAE8669,1,,,
BOLD:AAE9124,45,,,
BOLD:AAE9335,12,,,
BOLD:AAE9345,5,,,
BOLD:AAE9743,221,,,
BOLD:AAE9911,1,,,
BOLD:AAF0238,96,,,
BOLD:AAF0520,1,,,
BOLD:AAF0592,23,,,
BOLD:AAF0929,1,,,
BOLD:AAF1081,1,,,
BOLD:AAF1306,1,,,
BOLD:AAF2019,1,,,
BOLD:AAF2633,1,,,
BOLD:AAF3301,1,,,
BOLD:AAF3561,1,,,
BOLD:AAF3799,10,,,
BOLD:AAF4393,1,,,
BOLD:AAF4483,48,,,
BOLD:AAF4653,15,,,
BOLD:AAF4703,8,,,
BOLD:AAF4712,16,,,
BOLD:AAF4725,3,,,
BOLD:AAF4762,1,,,
BOLD:AAF5702,3,,,
BOLD:AAF5712,15,,,
BOLD:AAF5976,48,,,
BOLD:AAF6094,2,,,
BOLD:AAF6107,12,,,
BOLD:AAF6258,209,,,
BOLD:AAF6280,2,,,
BOLD:AAF6329,1,,,
BOLD:AAF6535,67,,,
BOLD:AAF6555,436,,,
BOLD:AAF7670,20,,,
BOLD:AAF8047,1,,,
BOLD:AAF8063,2,,,
BOLD:AAF8074,1,,,
BOLD:AAF8130,1,,,
BOLD:AAF8182,7,,,
BOLD:AAF8211,1,,,
BOLD:AAF8296,1,,,
BOLD:AAF8310,1,,,
BOLD:AAF8353,2,,,
BOLD:AAF8662,8,,,
BOLD:AAF8734,12,,,
BOLD:AAF8922,29,,,
BOLD:AAF8924,1085,,,
BOLD:AAF8925,8573,,,
BOLD:AAG0930,1,,,
BOLD:AAG0932,7,,,
BOLD:AAG0933,43,,,
BOLD:AAG0935,96,,,
BOLD:AAG0936,2,,,
BOLD:AAG0937,4,,,
BOLD:AAG0940,21,,,
BOLD:AAG0942,239,,,
BOLD:AAG1371,3,,,
BOLD:AAG1373,3,,,
BOLD:AAG1375,2,,,
BOLD:AAG1379,1,,,
BOLD:AAG1402,1,,,
BOLD:AAG1478,11,,,
BOLD:AAG2990,1,,,
BOLD:AAG3145,34,,,
BOLD:AAG3984,1,,,
BOLD:AAG3991,143,,,
BOLD:AAG4008,241,,,
BOLD:AAG4019,2,,,
BOLD:AAG4020,19,,,
BOLD:AAG4086,73,,,
BOLD:AAG4225,7,,,
BOLD:AAG4226,24,,,
BOLD:AAG4227,53,,,
BOLD:AAG5045,3,,,
BOLD:AAG6733,26,,,
BOLD:AAG6734,457,,,
BOLD:AAG6736,4594,,,
BOLD:AAG6737,205,,,
BOLD:AAG7472,6,,,
BOLD:AAG7477,13,,,
BOLD:AAG7832,659,,,
BOLD:AAG7833,5,,,
BOLD:AAG7899,1,,,
BOLD:AAG7944,7,,,
BOLD:AAG8043,1,,,
BOLD:AAG8058,2,,,
BOLD:AAG8071,1,,,
BOLD:AAG8084,410,,,
BOLD:AAG8106,9,,,
BOLD:AAG8211,6,,,
BOLD:AAG8265,10,,,
BOLD:AAG8367,9,,,
BOLD:AAG9274,8,,,
BOLD:AAG9277,5,,,
BOLD:AAG9281,1,,,
BOLD:AAG9282,1,,,
BOLD:AAG9324,1,,,
BOLD:AAG9506,973,,,
BOLD:AAG9508,1,,,
BOLD:AAH0509,21,,,
BOLD:AAH0537,1265,,,
BOLD:AAH0538,1,,,
BOLD:AAH0539,2,,,
BOLD:AAH2014,22,,,
BOLD:AAH2836,7,,,
BOLD:AAH3198,2,,,
BOLD:AAH3201,89,,,
BOLD:AAH3202,38,,,
BOLD:AAH3203,13,,,
BOLD:AAH3205,2,,,
BOLD:AAH3206,3,,,
BOLD:AAH3207,6,,,
BOLD:AAH3208,1,,,
BOLD:AAH3209,1,,,
BOLD:AAH3210,1,,,
BOLD:AAH3211,1,,,
BOLD:AAH3215,102,,,
BOLD:AAH3216,8,,,
BOLD:AAH3219,3,,,
BOLD:AAH3220,28,,,
BOLD:AAH3324,25,,,
BOLD:AAH6450,4,,,
BOLD:AAH6451,33,,,
BOLD:AAH6455,4,,,
BOLD:AAH6910,3,,,
BOLD:AAH7068,1,,,
BOLD:AAH8178,4,,,
BOLD:AAH8596,61,,,
BOLD:AAH8700,1,,,
BOLD:AAH8703,2,,,
BOLD:AAH8705,2,,,
BOLD:AAH8712,1,,,
BOLD:AAH8721,1,,,
BOLD:AAH8733,2,,,
BOLD:AAH8920,9,,,
BOLD:AAH9964,3,,,
BOLD:AAI1157,11,,,
BOLD:AAI1158,74,,,
BOLD:AAI1239,7,,,
BOLD:AAI1240,6,,,
BOLD:AAI1241,5,,,
BOLD:AAI1659,10,,,
BOLD:AAI2109,1,,,
BOLD:AAI3046,1,,,
BOLD:AAI3050,1,,,
BOLD:AAI3052,3,,,
BOLD:AAI3056,1,,,
BOLD:AAI3094,1,,,
BOLD:AAI3515,66,,,
BOLD:AAI3610,7,,,
BOLD:AAI3708,121,,,
BOLD:AAI3863,9,,,
BOLD:AAI3893,63,,,
BOLD:AAI4198,65,,,
BOLD:AAI4273,19,,,
BOLD:AAI4507,1,,,
BOLD:AAI4508,2,,,
BOLD:AAI4509,15,,,
BOLD:AAI4533,1,,,
BOLD:AAI4534,203,,,
BOLD:AAI4852,268,,,
BOLD:AAI4877,14,,,
BOLD:AAI5643,4,,,
BOLD:AAI5972,1,,,
BOLD:AAI5993,1610,,,
BOLD:AAI6004,2,,,
BOLD:AAI6192,2,,,
BOLD:AAI6237,2,,,
BOLD:AAI6300,417,,,
BOLD:AAI6336,61,,,
BOLD:AAI6534,4,,,
BOLD:AAI6537,4,,,
BOLD:AAI7271,1,,,
BOLD:AAI7282,1,,,
BOLD:AAI7285,10,,,
BOLD:AAI7293,5,,,
BOLD:AAI7299,1,,,
BOLD:AAI7301,4,,,
BOLD:AAI7313,1,,,
BOLD:AAI7344,2,,,
BOLD:AAI7396,9,,,
BOLD:AAI7538,1,,,
BOLD:AAI7564,138,,,
BOLD:AAI7599,4,,,
BOLD:AAI7728,1,,,
BOLD:AAI7795,12,,,
BOLD:AAI7854,3,,,
BOLD:AAI9077,11,,,
BOLD:AAI9307,1,,,
BOLD:AAI9322,1,,,
BOLD:AAI9457,3,,,
BOLD:AAI9747,3,,,
BOLD:AAI9975,8,,,
BOLD:AAJ0755,1,,,
BOLD:AAJ1367,5,,,
BOLD:AAJ1368,6,,,
BOLD:AAJ1395,5,,,
BOLD:AAJ1513,2,,,
BOLD:AAJ1515,1,,,
BOLD:AAJ1768,5,,,
BOLD:AAJ2061,55,,,
BOLD:AAJ2322,1,,,
BOLD:AAJ2863,4,,,
BOLD:AAJ3136,2,,,
BOLD:AAJ3252,205,,,
BOLD:AAJ3330,33,,,
BOLD:AAJ3538,1,,,
BOLD:AAJ3681,1,,,
BOLD:AAJ3684,19,,,
BOLD:AAJ5346,1,,,
BOLD:AAJ5486,2,,,
BOLD:AAJ5618,1,,,
BOLD:AAJ5709,4,,,
BOLD:AAJ5966,13,,,
BOLD:AAJ6073,1,,,
BOLD:AAJ6893,1,,,
BOLD:AAJ7235,2,,,
BOLD:AAJ7564,9,,,
BOLD:AAJ8510,65,,,
BOLD:AAJ8818,1,,,
BOLD:AAJ9097,1,,,
BOLD:AAJ9262,4,,,
BOLD:AAK0117,1,,,
BOLD:AAK0466,17,,,
BOLD:AAK0742,1,,,
BOLD:AAK0959,1,,,
BOLD:AAK1479,2,,,
BOLD:AAK1483,2,,,
BOLD:AAK1566,1,,,
BOLD:AAK1628,13,,,
BOLD:AAK1643,4,,,
BOLD:AAK1646,4,,,
BOLD:AAK1654,2,,,
BOLD:AAK1700,3,,,
BOLD:AAK1709,3,,,
BOLD:AAK1722,1,,,
BOLD:AAK1758,1,,,
BOLD:AAK1856,1,,,
BOLD:AAK1860,227,,,
BOLD:AAK1946,17,,,
BOLD:AAK2350,44,,,
BOLD:AAK2496,2,,,
BOLD:AAK2996,1,,,
BOLD:AAK3035,8,,,
BOLD:AAK3084,1,,,
BOLD:AAK3702,1,,,
BOLD:AAK4337,3,,,
BOLD:AAK4887,70,,,
BOLD:AAK4895,58,,,
BOLD:AAK4898,3,,,
BOLD:AAK6369,9,,,
BOLD:AAK7363,2,,,
BOLD:AAK7578,2,,,
BOLD:AAK8687,1,,,
BOLD:AAK8901,153,,,
BOLD:AAK9737,10,,,
BOLD:AAK9744,1,,,
BOLD:AAL1022,3,,,
BOLD:AAL1427,194,,,
BOLD:AAL1927,10,,,
BOLD:AAL2277,1,,,
BOLD:AAL2325,1,,,
BOLD:AAL2345,1,,,
BOLD:AAL2907,18,,,
BOLD:AAL2932,169,,,
BOLD:AAL3681,3,,,
BOLD:AAL3684,1,,,
BOLD:AAL5024,1,,,
BOLD:AAL5548,1,,,
BOLD:AAL7106,12,,,
BOLD:AAL7151,1,,,
BOLD:AAL7174,456,,,
BOLD:AAL7176,513,,,
BOLD:AAL7177,2,,,
BOLD:AAL7218,1,,,
BOLD:AAL7223,8,,,
BOLD:AAL7224,12,,,
BOLD:AAL7225,37,,,
BOLD:AAL7266,308,,,
BOLD:AAL7267,179,,,
BOLD:AAL7268,581,,,
BOLD:AAL7278,1,,,
BOLD:AAL7280,204,,,
BOLD:AAL7281,3,,,
BOLD:AAL7282,2,,,
BOLD:AAL7283,4,,,
BOLD:AAL7286,4,,,
BOLD:AAL7287,2,,,
BOLD:AAL7291,433,,,
BOLD:AAL7556,1,,,
BOLD:AAL7668,12,,,
BOLD:AAL7669,1,,,
BOLD:AAL7823,3,,,
BOLD:AAL8247,25,,,
BOLD:AAL9164,1,,,
BOLD:AAL9363,23,,,
BOLD:AAL9364,1,,,
BOLD:AAL9378,15,,,
BOLD:AAL9379,1,,,
BOLD:AAL9871,42,,,
BOLD:AAL9872,475,,,
BOLD:AAM0475,26,,,
BOLD:AAM1059,9,,,
BOLD:AAM1075,4,,,
BOLD:AAM1087,1,,,
BOLD:AAM1107,2,,,
BOLD:AAM1109,1,,,
BOLD:AAM1111,1,,,
BOLD:AAM1179,2,,,
BOLD:AAM1181,1,,,
BOLD:AAM1443,4,,,
BOLD:AAM4683,10,,,
BOLD:AAM5088,78,,,
BOLD:AAM5150,17,,,
BOLD:AAM5224,3,,,
BOLD:AAM5230,16,,,
BOLD:AAM5231,1,,,
BOLD:AAM5236,49,,,
BOLD:AAM5378,1,,,
BOLD:AAM5381,3,,,
BOLD:AAM5476,3,,,
BOLD:AAM5482,2,,,
BOLD:AAM5539,39,,,
BOLD:AAM5582,1,,,
BOLD:AAM5595,6,,,
BOLD:AAM5596,13,,,
BOLD:AAM5597,2,,,
BOLD:AAM5650,1,,,
BOLD:AAM5670,1,,,
BOLD:AAM5671,2,,,
BOLD:AAM5673,1,,,
BOLD:AAM5683,3,,,
BOLD:AAM5736,2,,,
BOLD:AAM5739,1,,,
BOLD:AAM5741,1,,,
BOLD:AAM5746,2,,,
BOLD:AAM5747,1,,,
BOLD:AAM5748,1,,,
BOLD:AAM5749,1,,,
BOLD:AAM5751,2,,,
BOLD:AAM5842,14,,,
BOLD:AAM5846,1,,,
BOLD:AAM5847,64,,,
BOLD:AAM5853,5,,,
BOLD:AAM5951,14,,,
BOLD:AAM5983,5,,,
BOLD:AAM6631,7,,,
BOLD:AAM6632,119,,,
BOLD:AAM6633,36,,,
BOLD:AAM6823,2,,,
BOLD:AAM6825,4,,,
BOLD:AAM6826,18,,,
BOLD:AAM6940,9,,,
BOLD:AAM6944,180,,,
BOLD:AAM6945,13,,,
BOLD:AAM6947,2,,,
BOLD:AAM6962,1,,,
BOLD:AAM7080,1,,,
BOLD:AAM7081,11,,,
BOLD:AAM7082,4,,,
BOLD:AAM7083,1,,,
BOLD:AAM7085,12,,,
BOLD:AAM7087,7,,,
BOLD:AAM7135,4,,,
BOLD:AAM7136,33,,,
BOLD:AAM7137,47,,,
BOLD:AAM7138,1,,,
BOLD:AAM7139,3,,,
BOLD:AAM7140,1089,,,
BOLD:AAM7185,108,,,
BOLD:AAM7186,424,,,
BOLD:AAM7187,29,,,
BOLD:AAM7188,5,,,
BOLD:AAM7189,126,,,
BOLD:AAM7191,1,,,
BOLD:AAM7192,20,,,
BOLD:AAM7193,14,,,
BOLD:AAM7199,12,,,
BOLD:AAM7201,1,,,
BOLD:AAM7202,5,,,
BOLD:AAM7203,20,,,
BOLD:AAM7205,37,,,
BOLD:AAM7478,4,,,
BOLD:AAM9495,1,,,
BOLD:AAM9596,29,,,
BOLD:AAM9598,49,,,
BOLD:AAM9650,6,,,
BOLD:AAN1872,1,,,
BOLD:AAN2537,1,,,
BOLD:AAN2539,1,,,
BOLD:AAN2559,10,,,
BOLD:AAN2560,1,,,
BOLD:AAN3422,1,,,
BOLD:AAN4195,517,,,
BOLD:AAN5126,1,,,
BOLD:AAN5635,2,,,
BOLD:AAN7915,168,,,
BOLD:AAN7931,8,,,
BOLD:AAN7935,6,,,
BOLD:AAN7943,1,,,
BOLD:AAN7956,1,,,
BOLD:AAN7969,131,,,
BOLD:AAN7973,9,,,
BOLD:AAN7982,1,,,
BOLD:AAN7983,1,,,
BOLD:AAN7986,4,,,
BOLD:AAN7992,331,,,
BOLD:AAN7993,1,,,
BOLD:AAN7994,33,,,
BOLD:AAN7998,3,,,
BOLD:AAN8001,1,,,
BOLD:AAN8002,1,,,
BOLD:AAN8021,85,,,
BOLD:AAN8031,105,,,
BOLD:AAN8044,119,,,
BOLD:AAN8050,6,,,
BOLD:AAN8087,109,,,
BOLD:AAN8092,4,,,
BOLD:AAN8095,2,,,
BOLD:AAN8658,16,,,
BOLD:AAO0411,6,,,
BOLD:AAO2517,1,,,
BOLD:AAP0846,42,,,
BOLD:AAP0854,1,,,
BOLD:AAP0978,11,,,
BOLD:AAP1442,1,,,
BOLD:AAP2624,97,,,
BOLD:AAP2978,8,,,
BOLD:AAP3408,12,,,
BOLD:AAP6664,3,,,
BOLD:AAP6670,25,,,
BOLD:AAP6673,23,,,
BOLD:AAP6682,3,,,
BOLD:AAP6686,420,,,
BOLD:AAP6687,2,,,
BOLD:AAP8560,47,,,
BOLD:AAP8562,3,,,
BOLD:AAP8572,9,,,
BOLD:AAP9457,51,,,
BOLD:AAP9614,5,,,
BOLD:AAP9703,41,,,
BOLD:AAQ0726,1,,,
BOLD:AAQ0739,2,,,
BOLD:AAQ0897,6,,,
BOLD:AAQ1062,12,,,
BOLD:AAQ1091,1,,,
BOLD:AAQ1268,65,,,
BOLD:AAQ1299,546,,,
BOLD:AAQ1304,13,,,
BOLD:AAQ1411,2,,,
BOLD:AAQ1692,1,,,
BOLD:AAQ2362,3,,,
BOLD:AAQ3914,1,,,
BOLD:AAR3490,6,,,
BOLD:AAR9885,25,,,
BOLD:AAS0223,2,,,
BOLD:AAS0522,1,,,
BOLD:AAT8855,15,,,
BOLD:AAT9019,6,,,
BOLD:AAT9029,1,,,
BOLD:AAT9451,35,,,
BOLD:AAU0715,3,,,
BOLD:AAU1222,131,,,
BOLD:AAU1223,14,,,
BOLD:AAU1925,20,,,
BOLD:AAU3279,322,,,
BOLD:AAU3866,27,,,
BOLD:AAU4830,1,,,
BOLD:AAU5350,1,,,
BOLD:AAU6089,4,,,
BOLD:AAU6392,1,,,
BOLD:AAU8307,35,,,
BOLD:AAU8330,12,,,
BOLD:AAU8341,62,,,
BOLD:AAU8405,18,,,
BOLD:AAU8408,4,,,
BOLD:AAU8414,2,,,
BOLD:AAU8416,14,,,
BOLD:AAU8417,15,,,
BOLD:AAU8418,1,,,
BOLD:AAU8427,3,,,
BOLD:AAU8528,41,,,
BOLD:AAU8529,53,,,
BOLD:AAU8533,2,,,
BOLD:AAU8552,23,,,
BOLD:AAU8816,2,,,
BOLD:AAU9004,1,,,
BOLD:AAU9163,10,,,
BOLD:AAU9165,3,,,
BOLD:AAU9932,10,,,
BOLD:AAV0340,1,,,
BOLD:AAV0342,3,,,
BOLD:AAV0346,26,,,
BOLD:AAV0348,29,,,
BOLD:AAV0350,7,,,
BOLD:AAV0639,1,,,
BOLD:AAV1511,55,,,
BOLD:AAV2017,9,,,
BOLD:AAV2052,4,,,
BOLD:AAV2062,1,,,
BOLD:AAV2297,5,,,
BOLD:AAV2298,1,,,
BOLD:AAV2299,2,,,
BOLD:AAV2301,4627,,,
BOLD:AAV2304,23,,,
BOLD:AAV2798,75,,,
BOLD:AAV2799,1,,,
BOLD:AAV3008,9,,,
BOLD:AAV3029,133,,,
BOLD:AAV3037,1,,,
BOLD:AAV3476,1,,,
BOLD:AAV3477,426,,,
BOLD:AAV3607,1,,,
BOLD:AAV3985,1,,,
BOLD:AAV4001,1,,,
BOLD:AAV4002,577,,,
BOLD:AAV4087,3,,,
BOLD:AAV4210,1,,,
BOLD:AAV4426,2,,,
BOLD:AAV6274,1,,,
BOLD:AAV6307,2,,,
BOLD:AAV7120,4,,,
BOLD:AAV7809,1,,,
BOLD:AAV8052,12,,,
BOLD:AAV8920,2,,,
BOLD:AAV9934,15,,,
BOLD:AAW0407,37,,,
BOLD:AAW0408,2,,,
BOLD:AAW0414,2,,,
BOLD:AAW0416,6,,,
BOLD:AAW0417,25,,,
BOLD:AAW0419,5,,,
BOLD:AAW0420,45,,,
BOLD:AAW0421,3,,,
BOLD:AAW0422,8,,,
BOLD:AAW0426,3,,,
BOLD:AAW0427,4,,,
BOLD:AAW0827,1,,,
BOLD:AAW0830,1,,,
BOLD:AAW0894,1,,,
BOLD:AAW0895,9,,,
BOLD:AAW1568,1,,,
BOLD:AAW1643,2,,,
BOLD:AAW3101,5,,,
BOLD:AAW3563,1,,,
BOLD:AAW4031,4,,,
BOLD:AAW4582,8,,,
BOLD:AAW4658,1,,,
BOLD:AAW4659,4,,,
BOLD:AAW5033,3,,,
BOLD:AAW6784,16,,,
BOLD:AAW7161,1,,,
BOLD:AAW9312,15,,,
BOLD:AAW9315,2,,,
BOLD:AAW9323,1,,,
BOLD:AAW9369,1,,,
BOLD:AAW9473,3,,,
BOLD:AAW9940,43,,,
BOLD:AAX0231,11,,,
BOLD:AAX0396,5,,,
BOLD:AAX0948,15,,,
BOLD:AAX1299,9,,,
BOLD:AAX2065,2,,,
BOLD:AAX2110,1,,,
BOLD:AAX2124,6,,,
BOLD:AAX2870,7,,,
BOLD:AAX3964,4,,,
BOLD:AAX4031,2,,,
BOLD:AAX4034,2,,,
BOLD:AAX4035,2,,,
BOLD:AAX4046,1,,,
BOLD:AAX4057,1,,,
BOLD:AAX4061,2,,,
BOLD:AAX4152,3,,,
BOLD:AAX4231,8,,,
BOLD:AAX4327,1,,,
BOLD:AAX4329,1,,,
BOLD:AAX5069,1,,,
BOLD:AAX5554,5,,,
BOLD:AAX5860,1,,,
BOLD:AAX6508,6,,,
BOLD:AAX6509,2,,,
BOLD:AAX6886,1,,,
BOLD:AAX6888,1,,,
BOLD:AAX7726,1,,,
BOLD:AAX8342,1,,,
BOLD:AAX8639,1,,,
BOLD:AAX8653,1,,,
BOLD:AAX8739,20,,,
BOLD:AAX9764,1,,,
BOLD:AAY0244,2,,,
BOLD:AAY0550,1,,,
BOLD:AAY0565,1,,,
BOLD:AAY0742,1,,,
BOLD:AAY0743,2,,,
BOLD:AAY0767,2,,,
BOLD:AAY0770,1,,,
BOLD:AAY0777,1,,,
BOLD:AAY1040,41,,,
BOLD:AAY1042,1,,,
BOLD:AAY2034,3,,,
BOLD:AAY2036,1,,,
BOLD:AAY2326,11,,,
BOLD:AAY4191,1,,,
BOLD:AAY4194,657,,,
BOLD:AAY4202,44,,,
BOLD:AAY4745,1,,,
BOLD:AAY4748,2,,,
BOLD:AAY4755,1,,,
BOLD:AAY5303,1,,,
BOLD:AAY5988,7,,,
BOLD:AAY6025,1,,,
BOLD:AAY6027,1,,,
BOLD:AAY6031,1,,,
BOLD:AAY6032,2,,,
BOLD:AAY6065,3,,,
